Channel ID,Channel Display Name,Partner Revenue
UCuWZnubyAGLqiK0IGuvRW6A,Asun.vn,0.231587
UC3QP0yrT_hWpHeNwdI2s2Tw,Nghệ Sĩ Ngọc Huyền Official,0.005106
UCGJI0RdCRDlmCbenVJjk7xQ,Thành Trọng Lê,1.773475
UCFQh62IzRKZnzh0e43lHWoQ,Handi Work,0.006259
UCa5Jkd6Y1eYP5W-6ygSlLtw,Daily News,0.074131
UCFBzw59k0W-YQaUqyK3p-Iw,NsoTien TV,0
UCLqFUMlQmwD7oh__5JdEaUg,Lê Vân Anh,0.014203
UCr3WmfDi22r6u2OLc_B0Ybw,SONCOI VLOGS,0.02869
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.005413
UCf79f3a6XxZFJjXwuhA1biQ,Lm. Xuân Đường Official,0.000906
UCuWZnubyAGLqiK0IGuvRW6A,Asun.vn,0
UCYuJ2lh_8uVq1hgZKNpGzDw,Điền Công Tử,0.229881
UCFBzw59k0W-YQaUqyK3p-Iw,NsoTien TV,0.175329
UCDtHp2wvvengvNhudwgiVmA,Miền Tây Life - Cuộc Sống Miền Tây,0
UCe_4bQbCrDA3qum6s0A_HWg,AW MUSIC,0
UCOAmVytgZU9umqvqGiQXkQg,ETOY VAPE STORE,0.051593
UC24qQp_IpYcO3FfmJ2QCsbw,Cửa Cuốn Thành Đạt 2,0.012036
UCXo6C2OV10eIsvkF4c36Qug,Color Trip,0.000675
UCpIbFtR9rpXTw9zicdivP-w,VINH LAM TV,0.076093
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCHo8ZZGN2Dkx5cnKSwlshOw,Khiêm Toyota - 0937.447.889,0.003964
UClCtDwAQ666I52jD1isIyDQ,toàn sv5 all,5.62441
UC-XLgKd4VB14EBtYIDPpfNg,Gakuteee Gaming,0.005391
UCFW48M_Oo8x2sYSRVRWaIsw,Mai Vàng Bình Lợi,1.733643
UCuWZnubyAGLqiK0IGuvRW6A,Asun.vn,0.002433
UCpIbFtR9rpXTw9zicdivP-w,VINH LAM TV,0.044588
UCLzB3ks1Wp-Mub9-OIznTPQ,NGOC VANG Handmade,0.055192
UCq0iDZSKyCpbCuasC-pPFEQ,Chiến Vlogs,0
UC3QP0yrT_hWpHeNwdI2s2Tw,Nghệ Sĩ Ngọc Huyền Official,0.013655
UCR0YZHK9PfUbFWRDMAnW3Nw,QUANG BÌNH CHANNEL,1.71361
UCFN-OC-u1UnC32pFp3C7O4Q,Funny Humor,0.01014
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UC8LPAolGfR4KYTVCJYX_9jg,Hậu Béo,0.087584
UCtnTXC2fwtnpBvZIdENwksg,Phong Bụi,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.008011
UCUMB_pCSij3ymBYu3ZUv1UQ,Minh Châu Nguyễn,0.441708
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.00076
UCQZXmuRbOpZG3T1516vdoFA,ARKA Records,0.003992
UCxbcit7reaUc8eXA6PByjxw,Sky Rap Việt,0.257944
UCMESOENfDvwKMMl0DoNJf3g,Trần Mỹ Ngọc Official,0.014432
UCLmmu_ebl2XWzdjmx8aVjyw,Thùy Uyên - Design Tutorials,0.02009
UCYuJ2lh_8uVq1hgZKNpGzDw,Điền Công Tử,0.007986
UCPZlVvcCuUnkdshFfG45DDQ,Kiều Chinh,0.352407
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.001822
UCe88NNWFdzAcC_y4F02SwMA,Tiến Black,0.000557
UCkp2NHVhOw7JTPVWPp3Zwiw,Khám Phá Bí Ẩn,0
UCJCxlMdil84hRO4ejgvM2rQ,Giọng Ca Ru Hồn - Pin Bolero,30.256187
UCIaQ9dtLdJuBpRCjHrvhOig,Nhân Quả Báo Ứng Không Sai Một Ly,0.014067
UCGJI0RdCRDlmCbenVJjk7xQ,Thành Trọng Lê,0.076474
UCq9YFjwyJCEEdwMonY_yiig,Huy Lê,0.532925
UCaUQt5bWRLL8nq8aoaj7tRg,CNN NEWDAY,0.009998
UCLmmu_ebl2XWzdjmx8aVjyw,Thùy Uyên - Design Tutorials,0.094235
UCDdD7S5VLfjK1b4wePA_oZg,GioMuaDongz,2.48649
UCFWv5x8HOGR0jLrNXa1cEFw,Hà Khuất,0.036988
UCpZ3HSgLHSlGRpB5MUKxa_g,Minh Long Vlog,0.002795
UCLmmu_ebl2XWzdjmx8aVjyw,Thùy Uyên - Design Tutorials,0.007772
UCuWZnubyAGLqiK0IGuvRW6A,Asun.vn,0.005116
UCOAmVytgZU9umqvqGiQXkQg,ETOY VAPE STORE,0.001035
UCuWZnubyAGLqiK0IGuvRW6A,Asun.vn,0.000779
UCltOcTYhyg48uegR4R30KRQ,BABYKOPO HOME,0.44575
UCDtN9gFSvlnM5-Wtq6ThUeA,Bảo Ren,130.140278
UC3QP0yrT_hWpHeNwdI2s2Tw,Nghệ Sĩ Ngọc Huyền Official,0.020345
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.002625
UCN7N5aCves6HGofhEMO3FMA,2AO MEDIA,0.425826
UCEPeZcHmp6TfVfE1zNsDNbQ,Minty_Slimey,0.005722
UCuWZnubyAGLqiK0IGuvRW6A,Asun.vn,0.003216
UClCtDwAQ666I52jD1isIyDQ,toàn sv5 all,0.117373
UCq0iDZSKyCpbCuasC-pPFEQ,Chiến Vlogs,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.000712
UC3QP0yrT_hWpHeNwdI2s2Tw,Nghệ Sĩ Ngọc Huyền Official,0.746312
UCnCkLx5hbBDhnMB0vpBLh2g,Minh Héo,0.000126
UCXo6C2OV10eIsvkF4c36Qug,Color Trip,0.005453
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.002456
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.029398
UCYD1nndd88En0jKzw8OZ7Iw,Funny Hùng,0.251637
UCr7ecf1bJvtxf_n9SMxfaag,Deus,0.036578
UCnWj7j9PyQp9KmAE2CBGOZA,Phương Kii,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCFN-OC-u1UnC32pFp3C7O4Q,Funny Humor,0.020991
UCDtN9gFSvlnM5-Wtq6ThUeA,Bảo Ren,234.470637
UCL-rEPqwzZsLEPzLC--EY4Q,HT Entertainment,0
UCprEZQV_lD1gSTVcakOqWwQ,Xuyên Cùi Mía,0.04918
UC_nC46y-SFb1KtxEM--UA9A,Nguyen Tien Dung,0.014123
UCPisHMpdhtwy7HmnaMlElKw,30Shine TV,1.138894
UCvI2B7S1lOqqKjgaF63mChg,Đinh Tiến Nguyện,0
UC24qQp_IpYcO3FfmJ2QCsbw,Cửa Cuốn Thành Đạt 2,0.063969
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCmzLSIOc822pzUF9yoZouig,TUỔI TRẺ VÀ SỨC KHỎE,0
UCFQh62IzRKZnzh0e43lHWoQ,Handi Work,0.042205
UCFN-OC-u1UnC32pFp3C7O4Q,Funny Humor,0.575129
UCE0RiC3buyUnrM07iJL6Z4Q,Huân Chương,0.604376
UCL-rEPqwzZsLEPzLC--EY4Q,HT Entertainment,0.118584
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.003847
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCa5Jkd6Y1eYP5W-6ygSlLtw,Daily News,68.277679
UCa5Jkd6Y1eYP5W-6ygSlLtw,Daily News,0.025274
UC2nt2X83-SPNov0VSKj4b5Q,OD Hong,0.115118
UCXXQe39-x7RJvaftW-itJ-Q,TQL Vlogs,0.000575
UCpIbFtR9rpXTw9zicdivP-w,VINH LAM TV,0.173102
UCYuJ2lh_8uVq1hgZKNpGzDw,Điền Công Tử,0.00076
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.003635
UCnDzttu3Ts2X0fTUB91oE9A,Nhạc Rap Việt Channel,0.144827
UCvI2B7S1lOqqKjgaF63mChg,Đinh Tiến Nguyện,0.001108
UCaUQt5bWRLL8nq8aoaj7tRg,CNN NEWDAY,0
UCwLHJzTUeYtdrK_ybzo6b6A,Kinh Phật Tuyển Chọn,0.080696
UCCcVPquyezXS7b1gqaJh90g,Làm Phim Cùng Nam Trịnh,2.890272
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.000442
UCE0RiC3buyUnrM07iJL6Z4Q,Huân Chương,0.057127
UCOdHhd0wkwaL4Rg_Wu1NITA,Nấu Ăn Ngon,1.311101
UCFyy8hfFdhayLelOkDrNLNA,Su kien Viet in korea,0
UC6HpVx4WZ7I82rc6Zdys3tw,Wildvn TV,0.128623
UC_rw062-bJtSTiNNdOS9YBg,Cherry Minh Ngọc,0
UCf79f3a6XxZFJjXwuhA1biQ,Lm. Xuân Đường Official,0.01499
UCf79f3a6XxZFJjXwuhA1biQ,Lm. Xuân Đường Official,0.206798
UCY1FNTkXjqNtnR3Ad4Dz1mQ,Tân Trần official,0.294172
UCLVuOWR8bVjhBSpt1pQN_hw,StarTalk Video News,0.003471
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.000733
UCpIbFtR9rpXTw9zicdivP-w,VINH LAM TV,0.040091
UCeRUjucRQb4y2JKBiOrVkKA,Pháp Phục Diệu Tâm,6.794547
UCuWZnubyAGLqiK0IGuvRW6A,Asun.vn,0.028743
UCeRUjucRQb4y2JKBiOrVkKA,Pháp Phục Diệu Tâm,0.014528
UC3QP0yrT_hWpHeNwdI2s2Tw,Nghệ Sĩ Ngọc Huyền Official,0.098495
UCLAc-74Q9A4VGuz7BtNxgAw,Pin News,0.001472
UCFW48M_Oo8x2sYSRVRWaIsw,Mai Vàng Bình Lợi,1.429993
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCpIbFtR9rpXTw9zicdivP-w,VINH LAM TV,0.146002
UCChvRv4tI6WCmjRfHNN_mLw,TINH HOA VÕ THUẬT,0.007257
UCaUQt5bWRLL8nq8aoaj7tRg,CNN NEWDAY,0
UC_nC46y-SFb1KtxEM--UA9A,Nguyen Tien Dung,0.006838
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCr3WmfDi22r6u2OLc_B0Ybw,SONCOI VLOGS,0.04063
UC2prfDQAHLCcU7fQk83TyQQ,Thầy Dạy Vật Lý,-0.000001
UCL-rEPqwzZsLEPzLC--EY4Q,HT Entertainment,0
UCYAg3B5idA8gwShybXHcKcQ,abc xyz,0.01954
UCG5YJCzWV8ech3Fx4NhSyxg,Engelbert,0.14604
UCGZ3633_mjOzUlzkitOYGwg,PMT DR,0.001555
UC3QP0yrT_hWpHeNwdI2s2Tw,Nghệ Sĩ Ngọc Huyền Official,0.033579
UCYzjpw4MhFvduG5XshNzTZQ,Thiều Thanh Yến,0.265091
UCL-rEPqwzZsLEPzLC--EY4Q,HT Entertainment,0.000187
UCa5Jkd6Y1eYP5W-6ygSlLtw,Daily News,0.002284
UCuWZnubyAGLqiK0IGuvRW6A,Asun.vn,0
UCIaQ9dtLdJuBpRCjHrvhOig,Nhân Quả Báo Ứng Không Sai Một Ly,0.021787
UCw2mGMveuMsJe4dRSBoOkqw,BattheSeventh,0.004843
UCDtHp2wvvengvNhudwgiVmA,Miền Tây Life - Cuộc Sống Miền Tây,0
UCUa6EqcaX9qFIKSWWlhJeTg,Huy Cung Official,4.443153
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.011084
UCiMutfnxhcf0Rc40DkAg4mg,ĐỜI TV,157.925769
UCNYKHRz9oHjlhXauqwClnKw,Anh Ba Tử Vi,3.764547
UCe88NNWFdzAcC_y4F02SwMA,Tiến Black,0.036793
UCSPWdSSOdRGm9FxNZplGrZA,TIN NHANH 365,2.451222
UCbNIClXJKHm_UQsUJnwc2gA,Dấu Chân Wild,0.548637
UCSCdTh0o6GPB6fZgzX6NoNg,Kenjumboy Games,0.00729
UC37tymusO9R32V6lSHn61Bg,Thanh Tịnh Pháp,0.002435
UCpIbFtR9rpXTw9zicdivP-w,VINH LAM TV,0.76332
UC2nt2X83-SPNov0VSKj4b5Q,OD Hong,0.08106
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.170498
UCeRUjucRQb4y2JKBiOrVkKA,Pháp Phục Diệu Tâm,0.289433
UCGJI0RdCRDlmCbenVJjk7xQ,Thành Trọng Lê,2.379074
UCaUQt5bWRLL8nq8aoaj7tRg,CNN NEWDAY,0.823683
UCWqksHgjidOz_8WSO6Az-0A,Gia Đình Việt,0.041894
UC_xfFRfnAknZoDxDpiqVi3Q,Haitpts TV1,0.098147
UClCtDwAQ666I52jD1isIyDQ,toàn sv5 all,0.019285
UCFW48M_Oo8x2sYSRVRWaIsw,Mai Vàng Bình Lợi,0.004107
UCeBzUoclyJAaexLXSTT8Aag,Hollywood News,139.565014
UCOAmVytgZU9umqvqGiQXkQg,ETOY VAPE STORE,0.028571
UCo01dPWjcGOVQJ4d_zDbQJQ,WEFI Ghost,0.965797
UCYzjpw4MhFvduG5XshNzTZQ,Thiều Thanh Yến,0.402696
UCs1nyM9gm2DjoTO2JmqzUKg,Nhạc Sàn Pro,0.354506
UCtx6h5x-6WJ19Fozcuww4cQ,Kênh Nhạc Sàn,0.005135
UCeBzUoclyJAaexLXSTT8Aag,Hollywood News,0
UCUa6EqcaX9qFIKSWWlhJeTg,Huy Cung Official,0.096237
UC0Pcmc4UQf_uInNgSl34TAA,Đur Siu Official 81,0.032389
UCnNp7GSOyJPGYXzrye-Ukew,Quỷ Sứ TV,0.000042
UCDYCzoFyk44qXcwmb6u0Hgg,Ong tập đi,0.509781
UCIaQ9dtLdJuBpRCjHrvhOig,Nhân Quả Báo Ứng Không Sai Một Ly,0.095299
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.012808
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCd7AuGqhXpOf-m5YBH4HM7w,JodieStarling's,0
UCL-rEPqwzZsLEPzLC--EY4Q,HT Entertainment,0.060505
UC-AJnWGWhPt3ReFnvzRZ-Kg,Giang Ơi,0
UCYY-Iyqx47R2wMnEvC942KA,Trãi nghiệm ẩm thực - Chef Ben Vado,0.001331
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCyu4k9lkbCb0dp7RiqwEUQQ,HCMLIKE Channel - Hoàng Audio HCM. 0937031686,0.032701
UCUIeOtm2Pc79QV-qHHwKgSw,Tuấn Review,0.101706
UCH9K9X3O6DLWppf9U1N_TPg,Dưa Hấu LQ,14.794886
UClCtDwAQ666I52jD1isIyDQ,toàn sv5 all,0.006373
UC8WsOnUWh_gBNEYayilCFww,Cô Tô HN,221.891426
UCZ90-VeU3aHY1G3r-VdqE3Q,[ Văn Nhân ] Nhân Xinh Trai,0.017356
UCcJFIMumjtnzJ-fsCz6W15Q,TVL Vlog,0.224039
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.000439
UCtx6h5x-6WJ19Fozcuww4cQ,Kênh Nhạc Sàn,0.120534
UCGZ3633_mjOzUlzkitOYGwg,PMT DR,0.012763
UCI--U_5nWiyJ0lchYZwGHSA,THANH TV,0.014921
UCPisHMpdhtwy7HmnaMlElKw,30Shine TV,0.001076
UCh18SlnUYRHdlDkmPPz_3cw,Toàn Ca,0.191369
UCo01dPWjcGOVQJ4d_zDbQJQ,WEFI Ghost,24.797224
UC80FJ3ofBJfeDSKf0PliGkw,The Animal World Channel,0
UCcc-xg4oKDECFzFIFBOZD0A,Sunny Fun TV,0.948548
UCUD-8bS7nJcT0ObqdJBgq5w,Slime. Hcm,0.016054
UCG5YJCzWV8ech3Fx4NhSyxg,Engelbert,0
UCtx6h5x-6WJ19Fozcuww4cQ,Kênh Nhạc Sàn,0.971398
UCqWga83LRtNEmInHryVwbMw,FOB Tv,0.449174
UCaUQt5bWRLL8nq8aoaj7tRg,CNN NEWDAY,0.814305
UCr7ecf1bJvtxf_n9SMxfaag,Deus,0.334681
UCa5Jkd6Y1eYP5W-6ygSlLtw,Daily News,0.080246
UCs1nyM9gm2DjoTO2JmqzUKg,Nhạc Sàn Pro,0.001784
UCyAhHgM6EiuVvE3IKIpWtBQ,Nhất Mao TV,0
UCaUQt5bWRLL8nq8aoaj7tRg,CNN NEWDAY,1.620271
UCG5YJCzWV8ech3Fx4NhSyxg,Engelbert,2.289618
UCJ6PKQaiZnMfXCLeR3PLsSw,Autozone,1.182518
UC8WsOnUWh_gBNEYayilCFww,Cô Tô HN,0.00411
UC0-LTiEgzk7WKATxqLPXGWw,pham van truong,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.295802
UCSSEXzYHBijpCPJdiZbS7mw,XDeep Music,177.651264
UCYY-Iyqx47R2wMnEvC942KA,Trãi nghiệm ẩm thực - Chef Ben Vado,0.006376
UCvI2B7S1lOqqKjgaF63mChg,Đinh Tiến Nguyện,0
UCJCxlMdil84hRO4ejgvM2rQ,Giọng Ca Ru Hồn - Pin Bolero,5.017415
UCL-rEPqwzZsLEPzLC--EY4Q,HT Entertainment,0.008123
UC37tymusO9R32V6lSHn61Bg,Thanh Tịnh Pháp,0.084661
UC2omkW6q_8Wbv4XOhPl0Pwg,Xuân Mạnh Vlogs,0.001098
UCK_BJQeFbihusa9XUJ1uyJg,SURI THANH NGA,0.023521
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCcc-xg4oKDECFzFIFBOZD0A,Sunny Fun TV,20.66826
UCFN-OC-u1UnC32pFp3C7O4Q,Funny Humor,108.139324
UCqWga83LRtNEmInHryVwbMw,FOB Tv,0.141568
UCG5YJCzWV8ech3Fx4NhSyxg,Engelbert,0.080136
UCjIseGOFDIaywlZ4VA-SEnQ,PVN,0.016472
UCeBzUoclyJAaexLXSTT8Aag,Hollywood News,0.677697
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.000878
UCpIbFtR9rpXTw9zicdivP-w,VINH LAM TV,2.650564
UC0Pcmc4UQf_uInNgSl34TAA,Đur Siu Official 81,0.237605
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCfjbckrb41B0HOUdqeUZk7A,Đình Thạch Channel,0
UCaUQt5bWRLL8nq8aoaj7tRg,CNN NEWDAY,0.396195
UCbNIClXJKHm_UQsUJnwc2gA,Dấu Chân Wild,0.686439
UCFyy8hfFdhayLelOkDrNLNA,Su kien Viet in korea,0
UCXmbVxEm2wH-uiPI637M4fQ,Slime Ink Channel,0.004439
UCBc5rE8ef6PmKT-FobGXcJQ,Minh Tít Entertainment,0.43395
UCeBzUoclyJAaexLXSTT8Aag,Hollywood News,0.986679
UCCl7u4La3ndWHFTGCZaE1GQ,Michael Duy [Games & Vlogs],0.000715
UCL-rEPqwzZsLEPzLC--EY4Q,HT Entertainment,0.102817
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0
UCrf5GdIn8RK-NuunRkn7OXA,Tin tức Sao Việt,0.010087
UCd99SrsmXc0UAWSITLKZU9w,Chánh Pháp Đời Sống,0.014533
UCqcKwUc8guV3fQ7lsyxeZMg,THẬT MẠNH/Entertainment,4.016664
UCa5Jkd6Y1eYP5W-6ygSlLtw,Daily News,13.915032
UCyXDlCCTtdgMFkZDBdb2RZQ,Nguyễn Văn Lên,0.782419
UCpdag2K1FKoDlA5fUAv_4rw,Cửa Kéo Thành Đạt 88,0
UCbNIClXJKHm_UQsUJnwc2gA,Dấu Chân Wild,3.148936
UCMkJnaGBNMUhozd7iAYgqeg,VTM Vlogs,1.068661
UCL-rEPqwzZsLEPzLC--EY4Q,HT Entertainment,0.026913
UCxbcit7reaUc8eXA6PByjxw,Sky Rap Việt,0.402344
UClCtDwAQ666I52jD1isIyDQ,toàn sv5 all,0.014697
UCeBzUoclyJAaexLXSTT8Aag,Hollywood News,0.122702
UCG5YJCzWV8ech3Fx4NhSyxg,Engelbert,0.019819
